gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
PRND,Prion-like protein doppel,20,4702556,4709106,0.795583064460713,0.329501369372861,0.764969024360592,0.341359541078202,10454,317485,0.762658088121066,0.655264600942646,0.385149306135216,0.502823255423548,0.41960543245028,0.256434023984696,0.0521929519988243,0.000574707733607092,1592,134,10454,317485,939,Q9UKY0,Prion-like protein doppel,20,4702556,4709106
PROC,Vitamin K-dependent protein C,2,128176003,128186822,0.88726391003092,0.357935058285117,0.0554443859090959,0.0418958895419216,10454,312558,0.0215025719274428,0.0407246239860634,0.290683828078874,0.00857225061326098,0.0143621816608239,0.209268610224811,0.0190225341664362,1.18687483014217e-05,1131,86,10454,312558,940,P04070,Vitamin K-dependent protein C,2,128176003,128186822
PROCR,Endothelial protein C receptor,20,33759876,33765165,0.270841840122672,0.440129857466869,0.437584218627177,0.265600447161477,10454,318445,0.29780327179242,0.578752193912955,0.921110708357862,0.0135309662269687,0.0427113447613187,0.648134440052889,0.0514838676846214,0.000189691578986169,625,28,10454,318445,941,Q9UNN8,Endothelial protein C receptor,20,33759876,33765165
PROK1,Prokineticin-1,1,110993822,110999976,0.473083348915358,0.322198233767633,0.907966929692581,0.974406396939576,10454,312713,0.315744538764829,0.499888715030441,0.537455151086178,0.683818672375843,0.485783292619153,0.258248019045187,0.167009409534057,0.00832329734067546,1139,153,10454,312713,942,P58294,Prokineticin-1,1,110993822,110999976
PRR4,Proline-rich protein 4,12,10977559,11324212,0.151287483554845,0.14393479812876,0.0395422201524666,0.208609145382608,10454,318317,0.0956491113816664,0.233480563385485,0.715538949546781,0.936437695098562,0.358309705629979,0.152571366549657,0.297422020873074,0.00585723872541845,1318,113,10454,318317,943,Q16378,Proline-rich protein 4,12,10977559,11324212
PRRT3,Proline-rich transmembrane protein 3,3,9987226,9994078,0.667109303642465,0.563707965167641,0.303490070443343,0.856738181434536,10454,318239,0.25721124558767,0.520681098768555,0.883182530826755,0.879251199664139,0.618962718055034,0.333220932009209,0.0198686733287831,1.88907987962223e-05,929,101,10454,318239,944,Q5FWE3,Proline-rich transmembrane protein 3,3,9987226,9994078
PRSS22,Brain-specific serine protease 4,16,2902728,2908171,0.990477456343745,0.865698537770895,0.974302312640081,0.980283578625065,10454,318326,0.859010156627228,100,100,0.764708572427475,100,100,0.0273887583278504,1.43451243416919e-05,812,57,10454,318326,945,Q9GZN4,Brain-specific serine protease 4,16,2902728,2908171
PRSS27,Serine protease 27,16,2762419,2770552,0.684364966479993,0.894380301413894,0.74931404367674,0.884428299653103,10454,312746,0.591303323659482,0.6275576140835,0.42244294382652,0.0261542885639033,0.0767075471860235,0.66314285853862,0.0254627428980504,0.000402681042895327,767,62,10454,312746,946,Q9BQR3,Serine protease 27,16,2762419,2770552
PRSS53,Serine protease 53,16,31094746,31100949,0.0510867915418532,0.65858204657627,0.066445672936593,0.200050277608498,10454,317485,0.636774349060536,0.884586357456804,0.881307085746682,0.0887928757070927,0.216679531274934,0.68681692338373,0.40064630660568,0.00641338825876029,335,210,10454,317485,947,Q2L4Q9,Serine protease 53,16,31094746,31100949
PRSS8,Prostasin,16,31142756,31147083,0.119852215251086,0.960407644360839,0.664759790300658,0.972379414609263,10454,312787,0.412569352315553,0.525651102356788,0.432966224783674,0.804692030879635,0.855780440182188,0.61683895621026,0.0100532292497352,0.000173627194580566,368,108,10454,312787,948,Q16651,Prostasin,16,31142756,31147083
PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,10,25137536,25241533,0.948045450934323,0.423315158030613,0.548726154338467,0.449409733437188,10454,313518,0.947366014324426,0.706451132112292,0.405956394951388,0.282061805665885,0.557830911952984,0.919272566985088,0.0132028104206868,0.00139132647027591,960,128,10454,313518,949,Q9NRG1,Phosphoribosyltransferase domain-containing protein 1,10,25137536,25241533
PRTG,Protogenin,15,55903744,56035288,0.38220924426457,0.345076284167812,0.278795216950971,0.150810838724718,10454,312360,0.87357840204476,0.900920644698184,0.668509028003169,0.892246259741257,0.959505424767627,0.799787058319583,0.156555326999329,0.00987470193932155,1530,323,10454,312360,950,Q2VWP7,Protogenin,15,55903744,56035288
PRTN3,Myeloblastin,19,840963,848175,0.39134288947546,0.376405086782753,0.920601339807772,0.0329192974739866,10454,313542,0.767108729388449,0.0952048175051414,0.0316838365434454,0.895973635281947,0.953576871082327,0.780060618740181,0.134483520230281,0.00021695966987752,1392,60,10454,313542,951,P24158,Myeloblastin,19,840963,848175
PSAP,Prosaposin,10,73576055,73611126,0.913534287775711,0.823702947425253,0.892439619900946,0.419744633044279,10454,317722,0.3427766957882,0.581410529823219,0.667439458069778,0.0249993350346982,0.0371960524400878,0.211785546374348,0.0383563941407777,5.05137917380693e-05,999,37,10454,317722,952,P07602,Prosaposin,10,73576055,73611126
PSAPL1,Proactivator polypeptide-like 1,4,7432022,7436700,0.217814624965808,0.44139157730059,0.61708280070632,0.444348694982756,10454,317541,0.648392588223205,0.422446256391464,0.218318330427275,0.701552426655132,0.606569056501731,0.355702117931584,0.20918931376961,0.00842494668900845,1754,87,10454,317541,953,Q6NUJ1,Proactivator polypeptide-like 1,4,7432022,7436700
PSCA,Prostate stem cell antigen,8,143751726,143764142,0.258886022247399,0.587299528997883,0.996001150760428,0.173829676599187,10454,317541,0.627863274986861,0.857296228960845,0.787043744720945,0.0383816267935218,0.113911874578077,0.811891555880954,0.78510708997304,0.367579206116243,1161,188,10454,317541,954,O43653,Prostate stem cell antigen,8,143751726,143764142
PSG1,Pregnancy-specific beta-1-glycoprotein 1,19,43370616,43383974,0.488241214141539,0.305752358307447,0.497912938338468,0.596052940949095,10454,312918,0.746433253018397,0.516311970824217,0.269855308462308,0.049732272018329,0.138172893634967,0.742383911411828,0.46050793444644,0.22575298294066,499,377,10454,312918,955,P11464,Pregnancy-specific beta-1-glycoprotein 1,19,43370616,43383974
PSMD9,26S proteasome non-ATPase regulatory subunit 9,12,122326637,122356203,0.874593238015445,0.406109681511594,0.33716633319385,0.422516951606095,10454,312825,0.59235047804723,100,100,0.0183244175415233,100,100,0.0152825249883167,1.58781963301498e-06,711,19,10454,312825,956,O00233,26S proteasome non-ATPase regulatory subunit 9,12,122326637,122356203
PSMG4,Proteasome assembly chaperone 4,6,3231637,3303607,0.723409231845623,0.939411122228471,0.933723776566831,0.540793821594638,10454,318326,0.664557321175657,100,100,0.733639001982856,100,100,0.01156965353572,5.82706302136827e-05,1346,31,10454,318326,957,Q5JS54,Proteasome assembly chaperone 4,6,3231637,3303607
PSRC1,Proline/serine-rich coiled-coil protein 1,1,109822178,109825808,0.209670321678294,0.435743332083421,0.764657574211406,0.116453762146175,10454,313474,0.660276151823806,0.369338505839465,0.179855427630555,0.597247738424136,0.436341956459847,0.240188146936534,0.0133716997658684,0.00222864862221594,896,151,10454,313474,958,Q6PGN9,Proline/serine-rich coiled-coil protein 1,1,109822178,109825808
PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2,18,43563502,43652238,0.575174855398915,0.412600431375856,0.791681866957249,0.810435797916584,10454,319163,0.707476774705262,100,100,0.904189241426256,100,100,0.0118651680293605,7.0133732818414e-06,1188,15,10454,319163,959,Q9H939,Proline-serine-threonine phosphatase-interacting protein 2,18,43563502,43652238
PTGR1,Prostaglandin reductase 1,9,114312002,114362135,0.544864704874911,0.362803481616345,0.0371326956697812,0.483260030813991,10454,317414,0.523720461657537,0.6773006048148,0.541524642007918,0.96488020727102,0.860356232603871,0.584586441327237,0.144202205503768,0.041101886504605,1285,167,10454,317414,960,Q14914,Prostaglandin reductase 1,9,114312002,114362135
PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,3,46919236,46945287,0.185383758129363,0.281148804067924,0.452764109009716,0.752610707527129,10454,312713,0.635069486407831,0.813001988746269,0.663920138362906,0.112017694643857,0.252671197799169,0.634645198909782,0.0286134864696515,0.0100440025446369,767,243,10454,312713,961,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,3,46919236,46945287
PTK7,Inactive tyrosine-protein kinase 7,6,43044006,43129457,0.398340810274056,0.50714752343229,0.209572020682518,0.535630848604043,10454,313518,0.3673095886048,0.0896790515220497,0.045227475204708,0.777121550609102,0.803912107782366,0.550512188376939,0.0105795336204457,0.0294846415679417,640,161,10454,313518,962,Q13308,Inactive tyrosine-protein kinase 7,6,43044006,43129457
PTN,Pleiotrophin,7,136912088,137028611,0.412432971137577,0.889848705610739,0.443949216338063,0.590102125262307,10454,313327,0.242586028349877,100,100,0.694500722489824,100,100,0.0131661966539704,4.75687349731118e-06,619,52,10454,313327,963,P21246,Pleiotrophin,7,136912088,137028611
PTPRB,Receptor-type tyrosine-protein phosphatase beta,12,70910630,71031220,0.13699282330101,0.950936182797316,0.806553297427531,0.655644719848026,10454,317414,0.20172954843544,0.302245727057643,0.382309335600824,0.422164887536242,0.571633847465898,0.49104635307533,0.110247732141835,0.000567587009363694,1373,127,10454,317414,964,P23467,Receptor-type tyrosine-protein phosphatase beta,12,70910630,71031220
PTPRC,Receptor-type tyrosine-protein phosphatase C,1,198607801,198726545,0.758119449195371,0.889341266204567,0.380804573357833,0.404868793958129,10454,317421,0.911557070059385,0.950393157813844,0.764918647987409,0.349967143940512,0.538865289657846,0.546842680682127,0.0190695987050417,0.000260403757551144,893,84,10454,317421,965,P08575,Receptor-type tyrosine-protein phosphatase C,1,198607801,198726545
PTPRH,Receptor-type tyrosine-protein phosphatase H,19,55692616,55720874,0.844077663530296,0.893068193728723,0.985372928229134,0.0957972371195717,10454,317541,0.997266620263185,0.676310113475531,0.376481969085829,0.715441169931995,0.340399856995509,0.154997785472426,0.210508140390226,0.0257780095067539,1253,279,10454,317541,966,Q9HD43,Receptor-type tyrosine-protein phosphatase H,19,55692616,55720874
PTPRN2,Receptor-type tyrosine-protein phosphatase N2,7,157331750,158380480,0.931892687125716,0.316760649509291,0.772341318299953,0.575534646408581,10454,313028,0.567752636186506,0.730430861496915,0.58276537882541,0.181926281549875,0.408132795601435,0.91834341727755,0.0191845000201016,1.00659909733012e-05,2456,124,10454,313028,967,Q92932,Receptor-type tyrosine-protein phosphatase N2,7,157331750,158380480
PTPRS,Receptor-type tyrosine-protein phosphatase S,19,5158506,5340814,0.920312227189319,0.357601236294384,0.890795079381013,0.285253591406832,10454,312214,0.917918546289047,0.992217964678511,0.943601681529663,0.366163199898459,0.329822458447115,0.236429685157567,0.0658234057279363,0.0010844842260654,1613,289,10454,312214,968,Q13332,Receptor-type tyrosine-protein phosphatase S,19,5158506,5340814
PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,7,121513143,121702090,0.350216311881066,0.0395883184011596,0.0890492027342744,0.0253188547641167,10454,317414,0.134777898947805,0.211815729476514,0.351633789616047,0.82333678013112,0.493105887601612,0.242807857464747,0.0307616572999571,0.00326094737685872,1303,49,10454,317414,969,P23471,Receptor-type tyrosine-protein phosphatase zeta,7,121513143,121702090
PTS,6-pyruvoyl tetrahydrobiopterin synthase,11,112097088,112140678,0.538308228827332,0.826004524968294,0.652276557352687,0.804260719434416,10454,313672,0.976081724513739,0.978289659399532,0.835728954888566,0.0447690185468299,0.132926656309013,0.926102774178119,0.0203752207049295,0.000753464954960703,668,61,10454,313672,970,Q03393,6-pyruvoyl tetrahydrobiopterin synthase,11,112097088,112140678
PVALB,Parvalbumin alpha,22,37196728,37215523,0.0470147010869635,0.533041399624779,0.139951588723094,0.139677293683617,10454,312525,0.131048028285959,0.261995598714815,0.527658078286671,0.0670615806291075,0.0388911905177483,0.0763723517048024,0.343800816329855,0.112702746557635,1195,108,10454,312525,971,P20472,Parvalbumin alpha,22,37196728,37215523
PVR,Poliovirus receptor,19,45147098,45166850,0.0823840156928711,0.00904391439312802,0.051850106126911,0.0172280170504121,10454,312346,0.00468349766839183,0.00100125749435208,0.0158870643296508,1.62073938908838e-06,5.58252441740184e-22,5.01419266709591e-18,0.265650203496565,0.0345228076385658,787,302,10454,312346,972,P15151,Poliovirus receptor,19,45147098,45166850
PXDNL,Peroxidasin-like protein,8,52232138,52722005,0.0164345225609149,0.0278386220230511,0.954852776135012,0.889940118764267,10454,317550,0.140579741793079,0.172199900965643,0.245867037597165,0.556280513151034,0.512175442247833,0.319256543002893,0.0103618765906405,0.000240956849498601,1364,63,10454,317550,973,A1KZ92,Peroxidasin-like protein,8,52232138,52722005
PXN,Paxillin,12,120648250,120703574,0.478623822976656,0.087922774638657,0.0988155915170877,0.108908918269696,10454,313518,0.102070907820874,0.159044603524215,0.316263361102515,0.0915086099320692,0.220552941947509,0.675176080025892,0.169353655385752,0.00300009260231848,987,2,10454,313518,974,P49023,Paxillin,12,120648250,120703574
PYDC1,Pyrin domain-containing protein 1,16,31227283,31228680,0.0434811626685225,0.501182380746861,0.071106887127716,0.055452191074293,10454,318239,0.262535304887022,100,100,0.100555770578359,100,100,0.0389110047776677,4.02173509119892e-05,375,42,10454,318239,975,Q8WXC3,Pyrin domain-containing protein 1,16,31227283,31228680
PYY,Peptide YY,17,42030106,42081837,0.0504297433623488,0.0616167329213107,0.901811477780628,0.0871139848840672,10454,318445,0.799023234296244,0.440117555469509,0.209261584528166,0.868735340869842,0.915383384768803,0.699002276168056,0.0302432854121206,0.000746649363286631,661,14,10454,318445,976,P10082,Peptide YY,17,42030106,42081837
PZP,Pregnancy zone protein,12,9301436,9360966,0.370981067554487,0.897805617686728,0.236497862743127,0.582677690372372,10454,317354,0.206456298781563,0.264919378075863,0.303082541216132,0.323193179872951,0.483915948259726,0.490372690404784,0.174018540080547,0.00125504659161349,1183,171,10454,317354,977,P20742,Pregnancy zone protein,12,9301436,9360966
QDPR,Dihydropteridine reductase,4,17461884,17513857,0.265329893541894,0.823585938313364,0.721934119320663,0.726677271194255,10454,312801,0.994900147564983,0.995057823028105,0.920871918754075,0.392138335563153,0.258044858029804,0.159713077808037,0.0765854523548864,0.000522082151208709,1169,63,10454,312801,978,P09417,Dihydropteridine reductase,4,17461884,17513857
QPCT,Glutaminyl-peptide cyclotransferase,2,37571717,37600465,0.849186091218077,0.988799799866623,0.729285546214546,0.772342165513946,10454,312603,0.958526118497525,0.416023597032408,0.185721098522645,0.887532529911247,0.486549512755761,0.233266944818096,0.0819040312525123,0.0363711182938005,1216,304,10454,312603,979,Q16769,Glutaminyl-peptide cyclotransferase,2,37571717,37600465
QSOX1,Sulfhydryl oxidase 1,1,180123969,180173165,0.642922315673935,0.883798925491213,0.959117396822848,0.875070026995334,10454,318014,0.740374499528376,0.946182548082371,0.976782620756596,0.95874636397695,0.922746869206272,0.690888914049351,0.0771670395922884,0.00019144459624852,1099,29,10454,318014,980,O00391,Sulfhydryl oxidase 1,1,180123969,180173165
RAB2B,Ras-related protein Rab-2B,14,21927179,21945132,0.690153079872853,0.250996554115956,0.343627782527312,0.256476740150126,10454,317550,0.273978415600231,0.0964905797228307,0.0621225672388773,0.775222744111753,0.442802828962552,0.213472313271622,0.0130608761658756,8.67935004868644e-05,1039,15,10454,317550,981,Q8WUD1,Ras-related protein Rab-2B,14,21927179,21945132
RARRES1,Retinoic acid receptor responder protein 1,3,158414681,158450485,0.252011102497255,0.396427539940532,0.580695730349852,0.26433389361216,10454,313474,0.147345365267937,0.286525668281481,0.526874827322469,0.993100399563104,0.86002048972056,0.582929289319442,0.0874645480820331,8.28535151046251e-05,1621,169,10454,313474,982,P49788,Retinoic acid receptor responder protein 1,3,158414681,158450485
RARRES2,Retinoic acid receptor responder protein 2,7,150035408,150038763,0.064466117167458,0.0300287552544657,0.256657898568123,0.151073841290301,10454,312434,0.0204862414530393,100,100,0.20437993553178,100,100,0.0209330512856942,1.7938740537142e-06,1332,41,10454,312434,983,Q99969,Retinoic acid receptor responder protein 2,7,150035408,150038763
RBKS,Ribokinase,2,28004231,28113965,0.424209157291185,0.877015850293652,0.72564363313964,0.948363041699256,10454,313464,0.441950628879158,0.126789589320165,0.0599380067090879,0.841841880733606,0.970912016769125,0.889727792810115,0.0473189179044886,0.0269861142760796,457,155,10454,313464,984,Q9H477,Ribokinase,2,28004231,28113965
RBP5,Retinol-binding protein 5,12,7276280,7281538,0.913909825609624,0.300826540369871,0.752846098588062,0.232438221933229,10454,312825,0.894308531871576,0.988558792677655,0.941612301179268,0.0990996206188711,0.203468298110239,0.495519273222393,0.0608424756548771,0.00241319119893724,676,38,10454,312825,985,P82980,Retinol-binding protein 5,12,7276280,7281538
RBP7,Retinoid-binding protein 7,1,10057264,10076078,0.428914605662678,0.32144480387305,0.651776479892154,0.196704550801352,10454,317541,0.216982487573677,0.453615910457096,0.811525659159407,0.245077042656177,0.149425387301206,0.117467703541675,0.0262163708343323,0.0011093854649444,449,62,10454,317541,986,Q96R05,Retinoid-binding protein 7,1,10057264,10076078
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,9,36036430,36124448,0.727229579326469,0.460211064199637,0.962203052365967,0.909712202214956,10454,318239,0.947794120232612,0.645939743746215,0.351019142549186,0.0168059379076106,0.0568991297123496,0.898000430294567,0.0272139412227166,0.0011982632503963,1068,210,10454,318239,987,O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,9,36036430,36124448
REG1A,Lithostathine-1-alpha,2,79347488,79350545,0.964496735368089,0.492859122267276,0.84086733583849,0.630495581959236,10454,312844,0.453394442849067,0.628527540040734,0.544858940129254,0.316029701871962,0.224542002225105,0.159171858403317,0.0620243150476835,0.0043447335732869,1549,255,10454,312844,988,P05451,Lithostathine-1-alpha,2,79347488,79350545
REG1B,Lithostathine-1-beta,2,79312156,79315145,0.255404736641132,0.25048448413463,0.0742979451003978,0.848797035406691,10454,312214,0.729187946522139,0.660779122754242,0.399847601030379,0.36458326145597,0.232339055902832,0.147581793780228,0.065246862075623,0.000393874389022736,1562,146,10454,312214,989,P48304,Lithostathine-1-beta,2,79312156,79315145
REG3A,Regenerating islet-derived protein 3-alpha,2,79384132,79386879,0.795269790561514,0.16043498470326,0.6392781005476,0.146061184684457,10454,312214,0.876750236615089,0.988030745533312,0.99554929428391,0.454912983723493,0.513973615542824,0.379356999248878,0.0418191292576648,0.00046192239010318,1560,115,10454,312214,990,Q06141,Regenerating islet-derived protein 3-alpha,2,79384132,79386879
REG3G,Regenerating islet-derived protein 3-gamma,2,79252812,79255631,0.536484260727286,0.349700832941218,0.123105277549647,0.173127596093718,10454,317550,0.265475053146221,100,100,0.876635116320624,100,100,0.0489642567489343,3.25219658649918e-06,1552,48,10454,317550,991,Q6UW15,Regenerating islet-derived protein 3-gamma,2,79252812,79255631
REG4,Regenerating islet-derived protein 4,1,120336641,120354283,0.314779138921739,0.93416976723242,0.874757928912155,0.138623731366363,10454,312609,0.290366605862425,0.396866220869373,0.392750380834528,0.099923545453683,0.0569227713148776,0.0819723375423309,0.0225827406776241,7.17566596531634e-05,469,55,10454,312609,992,Q9BYZ8,Regenerating islet-derived protein 4,1,120336641,120354283
RELT,Tumor necrosis factor receptor superfamily member 19L,11,73087309,73108519,0.374232614022528,0.348198060021259,0.94130975265838,0.651092820004096,10454,312640,0.682904858289521,0.316717108963402,0.14420310337321,0.528083462939189,0.81489610515208,0.915299180029751,0.0671171933742021,0.000881462772108969,663,90,10454,312640,993,Q969Z4,Tumor necrosis factor receptor superfamily member 19L,11,73087309,73108519
RET,Proto-oncogene tyrosine-protein kinase receptor Ret,10,43572475,43625799,0.0977380589260295,0.213981567742071,0.780724209332376,0.385434476803603,10454,312825,0.438580064964846,0.383646535375401,0.251304282999628,0.0930994649447481,0.224259446905986,0.680147071802522,0.117773113043307,0.00185822895813397,1420,175,10454,312825,994,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,10,43572475,43625799
RETN,Resistin,19,7733930,7735334,0.982913319868983,0.414565227713739,0.433756566640038,0.927726999077208,10454,312718,0.707467311101091,0.930222426101155,0.950525636618815,0.406958296242135,0.547676215317553,0.472350057524609,0.0417616342936464,0.000652013815485389,1379,344,10454,312718,995,Q9HD89,Resistin,19,7733930,7735334
RGMA,Repulsive guidance molecule A,15,93586636,93632433,0.757979646806782,0.426185963525733,0.251361901262118,0.267152874309886,10454,312346,0.421274933310268,100,100,0.691052870854035,100,100,0.0569143514321115,3.99397861647875e-06,1576,230,10454,312346,996,Q96B86,Repulsive guidance molecule A,15,93586636,93632433
RGMB,RGM domain family member B,5,98104354,98134347,0.940741148620458,0.934485545171392,0.60111646778292,0.747408950325026,10454,312346,0.956973458591948,100,100,0.668501684008496,100,100,0.0229269013519665,2.55911967789344e-05,988,59,10454,312346,997,Q6NW40,RGM domain family member B,5,98104354,98134347
RIDA,2-iminobutanoate/2-iminopropanoate deaminase,8,99114572,99129469,0.912379030974722,0.346428560438121,0.248960231876809,0.171560764985539,10454,318083,0.137383333019797,100,100,0.468098549977684,100,100,0.0525998054662388,8.31491538169836e-05,1004,20,10454,318083,998,P52758,2-iminobutanoate/2-iminopropanoate deaminase,8,99114572,99129469
RNASE1,Ribonuclease pancreatic,14,21269387,21271437,0.505078383490525,0.832297457549548,0.315418950184239,0.58463302128329,10454,317378,0.419334044048226,100,100,0.260832712945776,100,100,0.0323558684263208,5.10401730532828e-05,1407,32,10454,317378,999,P07998,Ribonuclease pancreatic,14,21269387,21271437
RNASE10,Inactive ribonuclease-like protein 10,14,20973696,20979328,0.545196788154381,0.254761687611725,0.722424587412155,0.155082019627864,10454,318239,0.276827458752573,0.553510019942512,0.983883066570036,0.00409639969281831,0.0156035779572885,0.777377422198384,0.425562307070477,0.02677141955954,1741,236,10454,318239,1000,Q5GAN6,Inactive ribonuclease-like protein 10,14,20973696,20979328
RNASE3,Eosinophil cationic protein,14,21359558,21360507,0.862514491265205,0.586732030314672,0.780795768817545,0.545208257253782,10454,312786,0.557712021233653,0.794169303096418,0.732039912242716,0.118981420783711,0.256486596157734,0.589783126931315,0.0456966510541618,0.000398339710420048,1361,199,10454,312786,1001,P12724,Eosinophil cationic protein,14,21359558,21360507
RNASE4,Ribonuclease 4,14,21152259,21168761,0.963708210518483,0.819405407230746,0.773203199476687,0.892857080658224,10454,318427,0.991308555718691,0.789170521451135,0.491425136826218,0.860157062811411,0.599942803453899,0.319546182810766,0.0721423293415911,0.00021536306989581,1589,198,10454,318427,1002,P34096,Ribonuclease 4,14,21152259,21168761
RNASE6,Ribonuclease K6,14,21249210,21250626,0.0087737755635573,0.66028590392087,0.614951640519986,0.319171896951701,10454,317603,0.264976171407738,100,100,0.197269128313016,100,100,0.0969973526019948,3.44194616429124e-06,1409,102,10454,317603,1003,Q93091,Ribonuclease K6,14,21249210,21250626
RNASET2,Ribonuclease T2,6,167342992,167370679,0.949340053050378,0.144533982675359,0.426409080567186,0.95321657800866,10454,312380,0.197954932931036,0.344295833203175,0.490620102852076,0.0350826758462693,0.0763531308573746,0.401566059898076,0.110461473675186,0.00125009639307557,1568,133,10454,312380,1004,O00584,Ribonuclease T2,6,167342992,167370679
RNF149,E3 ubiquitin-protein ligase RNF149,2,101887681,101925163,0.70282730168037,0.863006689836461,0.837083873105573,0.999725914002727,10454,318239,0.389086331975116,100,100,0.554519380419322,100,100,0.0397585051720738,1.67219706938328e-06,1020,32,10454,318239,1005,Q8NC42,E3 ubiquitin-protein ligase RNF149,2,101887681,101925163
ROBO1,Roundabout homolog 1,3,78646390,79816965,0.405785878897878,0.540168582004626,0.440392430905336,0.595373236656205,10454,312609,0.359875132961518,100,100,0.572462031569408,100,100,0.0309655730045235,5.14305077707569e-05,1817,136,10454,312609,1006,Q9Y6N7,Roundabout homolog 1,3,78646390,79816965
ROBO2,Roundabout homolog 2,3,75955846,77699115,0.124491803567724,0.0295008384308086,0.406754365212296,0.0142180047002372,10454,312346,0.0273988940871927,0.0125528764056821,0.0485698012859165,0.187253279842445,0.00492252018604823,0.00286931404674517,0.0162165556701968,7.23763454615431e-05,2340,191,10454,312346,1007,Q9HCK4,Roundabout homolog 2,3,75955846,77699115
ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,1,64239693,64647181,0.812028841429552,0.73352145464959,0.645500621821788,0.807798234373231,10454,312630,0.42732198252666,0.701292671389658,0.777846450376122,0.862734903175963,0.155324852879612,0.05458969017698,0.058681936973623,0.000219965864971203,1437,202,10454,312630,1008,Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,1,64239693,64647181
RSPO1,R-spondin-1,1,38076951,38100595,0.732448432460145,0.96496252966023,0.914605879798393,0.257363298529178,10454,312918,0.796371452957716,0.87385096388925,0.652232851551782,0.698765170374553,0.785491444160948,0.563820937032832,0.0368069683859307,0.000111969140389954,1025,69,10454,312918,1009,Q2MKA7,R-spondin-1,1,38076951,38100595
RSPO3,R-spondin-3,6,127439749,127518910,0.787399858550633,0.792284437927798,0.77401108835381,0.034169568289244,10454,312360,0.232701919035633,0.409520608215548,0.547775536118114,0.117516790233684,0.289519826817258,0.864873788438851,0.0188804214503817,5.99454047509559e-06,714,87,10454,312360,1010,Q9BXY4,R-spondin-3,6,127439749,127518910
RTBDN,Retbindin,19,12936292,12946242,0.0808868061493461,0.647795839873683,0.458184715871116,0.598761591537562,10454,312825,0.771799723704365,100,100,0.525320493776939,100,100,0.0121530297565443,0.000165604778377319,794,53,10454,312825,1011,Q9BSG5,Retbindin,19,12936292,12946242
RTN4R,Reticulon-4 receptor,22,20228938,20270769,0.228793731147197,0.786883725038156,0.663826923738018,0.716512601119594,10454,312360,0.855715057936927,0.0976920426664146,0.0316272574250336,0.692752266649581,0.833484121046897,0.64821408618936,0.0971267273786451,0.000690960176069169,788,136,10454,312360,1012,Q9BZR6,Reticulon-4 receptor,22,20228938,20270769
S100A12,Protein S100-A12,1,153346184,153348125,0.659578347369956,0.393262683892336,0.394619910856663,0.408186692412938,10454,313144,0.5572635084042,0.790184583484402,0.722064315609013,0.0729949827081072,0.194501005217981,0.806043601328059,0.0278232854983167,0.000692663663240822,991,6,10454,313144,1013,P80511,Protein S100-A12,1,153346184,153348125
S100A13,Protein S100-A13,1,153591263,153606568,0.74570901763802,0.771275841164099,0.907525046814486,0.623860814271603,10454,318326,0.258399246382088,100,100,0.148781981537095,100,100,0.0323262390657311,2.6661640613226e-05,803,78,10454,318326,1014,Q99584,Protein S100-A13,1,153591263,153606568
S100A14,Protein S100-A14,1,153586731,153589462,0.0426333916495814,0.176994032190889,0.814813747270065,0.381188416766315,10454,317463,0.753066840871884,0.771574605166181,0.517108479293947,0.668691053163869,0.502592909559652,0.274763301106655,0.0128750850913627,0.000776960951228919,798,12,10454,317463,1015,Q9HCY8,Protein S100-A14,1,153586731,153589462
S100A4,Protein S100-A4,1,153516089,153522612,0.464813317571513,0.546724911184033,0.171333217311759,0.797023189196799,10454,312549,0.921814541902959,0.953300255993614,0.769307068327683,0.83997296370479,0.0358648077004681,0.0101111299527966,0.0142082207698508,9.54254262432907e-07,839,55,10454,312549,1016,P26447,Protein S100-A4,1,153516089,153522612
S100P,Protein S100-P,4,6694796,6698897,0.672051490573975,0.753103665745538,0.469531399998802,0.771025306912773,10454,313327,0.160448748776248,0.343520805137919,0.682693289153421,0.834390751062333,0.289133011119862,0.118425525831945,0.0227255582242382,5.70569671927044e-05,1379,47,10454,313327,1017,P25815,Protein S100-P,4,6694796,6698897
