gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
SERAC1,0.378979380581886,0.546521418251904,0.941596182377438,0.5756271065526,10454,367182,7006,ENSG00000122335.13,ENSG00000122335.13,0.360770592649059,0.638872982734997,0.805036354159892,0.232077927440148,0.222252996144264,0.208789942545196,22.237973641941,5.21935116332038,10,10454,367182,7006,6,158168269,158168270
SERBP1P3,0.408531037996368,0.51639945143901,0.699475565380566,0.902275162758109,10454,367182,3838,ENSG00000242142.1,ENSG00000242142.1,0.476617827568261,0.522252214534405,0.373314056665671,0.926010185325459,0.542571860872451,0.270493276976558,21.3886792091393,3.4932145506635117,4,10454,367182,3838,3,53065090,53065091
SERINC1,0.93002193942052,0.595460851593384,0.906041396582533,0.816704475394757,10454,367182,6863,ENSG00000111897.6,ENSG00000111897.6,0.797216025977533,0.939942267768609,0.809927212033361,0.682143838636232,0.329354644143404,0.151855223332523,24.8226904292029,2.778561541749001,3,10454,367182,6863,6,122471821,122471822
SERINC2,0.0679412535574395,0.297971370301362,0.473248852332081,0.97628611129207,10454,367182,448,ENSG00000168528.11,ENSG00000168528.11,0.158528220251465,0.192813318709591,0.253504091591596,0.939937205428848,0.772948940815028,0.47539591405498,69.1859732130227,7.592530411076007,2,10454,367182,448,1,31409564,31409565
SERPINB10,0.60079731162144,0.924461230567035,0.311008959792542,0.916794927814732,10454,367182,16751,ENSG00000242550.5,ENSG00000242550.5,0.134160871059737,0.165997382351067,0.245641402042015,0.909258095951427,0.858718162233344,0.589172460527248,71.5357795397251,7.616734086585233,5,10454,367182,16751,18,63907959,63907960
SERPINB6,0.00278254824737834,0.0161461606806578,0.0065358032467559,0.00589135116552492,10454,367182,6052,ENSG00000124570.17,ENSG00000124570.17,0.419764270816497,0.265850282392514,0.15744411630659,0.305588217237852,0.389788735314074,0.360930426275032,21.6634868701407,3.572758867022806,23,10454,367182,6052,6,2972164,2972165
SERPINB8,0.178508541310734,0.505037548430935,0.558965395106163,0.881536552491169,10454,367182,16752,ENSG00000166401.14,ENSG00000166401.14,0.293253757487021,0.546762264965035,0.748368407340099,0.912050111658796,0.991924080200742,0.949460572477033,21.8525766764777,11.404260246490097,4,10454,367182,16752,18,63970181,63970182
SERPINB9P1,0.74673175206833,0.639686563826248,0.353193581799739,0.348191180550881,10454,367182,6050,ENSG00000230438.6,ENSG00000230438.6,0.67221181942299,0.493889306613032,0.267055016539932,0.418522708381881,0.711566646552816,0.871623396047031,12.0369803757522,4.654881433257902,15,10454,367182,6050,6,2881406,2881407
SERPINE2,0.501033335844939,0.641235968108091,0.466597481642298,0.647833693887208,10454,367182,3271,ENSG00000135919.12,ENSG00000135919.12,0.201416156615187,0.411059863797382,0.702360421808636,0.0513627608532891,0.0345571069301938,0.0867387681677928,15.9264982101765,2.2799550126058685,5,10454,367182,3271,2,224039318,224039319
SERPINF1,0.237048801649151,0.613002365530058,0.957632533445285,0.975931056224507,10454,367182,15257,ENSG00000132386.10,ENSG00000132386.10,0.857394147146076,0.671990518469062,0.38248555953235,0.112031142430135,0.0491680257299131,0.0613803408713774,26.2650999892381,7.297102554438597,2,10454,367182,15257,17,1761958,1761959
SERPINF2,0.0619243906585056,0.271518697919091,0.539959655180194,0.708054688539729,10454,367182,15256,ENSG00000167711.13,ENSG00000167711.13,0.552222194173679,0.731425285868444,0.601877765193066,0.689401576263709,0.597213287545254,0.35061584592743,24.2563240290589,4.110197968486786,5,10454,367182,15256,17,1742835,1742836
SERPING1,0.540326651735518,0.470435954729903,0.569587363946717,0.966284325008035,10454,367182,10669,ENSG00000149131.15,ENSG00000149131.15,0.0150515488140649,0.0069518448453159,0.0447731843307381,0.0237410045119819,0.0433209053383393,0.280474168537228,11.2259794659025,4.968677603774674,3,10454,367182,10669,11,57597386,57597387
SERTAD3,0.349299482027277,0.329685706106691,0.902017314845322,0.955234904382782,10454,367182,17703,ENSG00000167565.12,ENSG00000167565.12,0.307916787202234,0.587881387504256,0.879669119315651,0.737552918528339,0.0056222263982935,0.0013670296550523,11.3433875854442,4.60429299307426,7,10454,367182,17703,19,40444704,40444705
SESN2,0.270390847471237,0.1025620965164,0.000284574232652435,0.0157279202562418,10454,367182,418,ENSG00000130766.4,ENSG00000130766.4,0.0460671083563956,0.132469505464874,0.800505005263334,0.0133350183660675,0.0334942903880198,0.413520901027938,25.2721453442435,5.395528917841596,2,10454,367182,418,1,28259526,28259527
SESTD1,0.211929816109994,0.367147600285008,0.560839957869557,0.686494169613043,10454,367182,3034,ENSG00000187231.13,ENSG00000187231.13,0.262951691110226,0.171620449282889,0.13175181259237,0.47970253017498,0.457018010334302,0.301731758988391,17.7580853700977,2.3945536223448074,4,10454,367182,3034,2,179264789,179264790
SETD9,0.80719867003103,0.619282547556944,0.735574147567355,0.705083685060894,10454,367182,5352,ENSG00000155542.11,ENSG00000155542.11,0.744381013247537,0.934107502124038,0.862449862430052,0.826912847726491,0.233703818128664,0.0908309740225279,10.2782067790669,3.991648131526379,7,10454,367182,5352,5,56909259,56909260
SF3A3,0.492521405697636,0.475652853603275,0.371159320517127,0.499663451495992,10454,367182,551,ENSG00000183431.11,ENSG00000183431.11,0.232080303770595,0.0328485115491756,0.0200970867644607,0.367789103345588,0.275143530262013,0.183406497379165,37.2862853853017,15.08974548822932,8,10454,367182,551,1,37990920,37990921
SFMBT1,0.116713368002824,0.668645854656377,0.0414427832800162,0.209164227315306,10454,367182,3836,ENSG00000163935.13,ENSG00000163935.13,0.113438500648584,0.268338072640479,0.723168787349646,0.682653810537248,0.676129950825697,0.432692462071343,15.437580797211,3.1184283560344155,3,10454,367182,3836,3,53046067,53046068
SFSWAP,0.260802420885309,0.41098479889682,0.450769994811494,0.577314892299403,10454,367182,12440,ENSG00000061936.9,ENSG00000061936.9,0.841310978139012,0.800619775396719,0.524705702579415,0.377545840689381,0.653656948528089,0.788922836079692,14.8811260334655,2.9655806298827647,8,10454,367182,12440,12,131711088,131711089
SFT2D1,0.566335311863792,0.512233070576989,0.963609924210389,0.291383673866039,10454,367182,7044,ENSG00000198818.9,ENSG00000198818.9,0.396437041454086,0.300181645532916,0.193920042914722,0.0220309258827771,0.0536798534131902,0.436259876949421,30.8091672885842,4.979322881446818,9,10454,367182,7044,6,166342590,166342591
SFXN4,0.104650271166363,0.289679016560541,0.181489030756354,0.855485713608139,10454,367182,10167,ENSG00000183605.16,ENSG00000183605.16,0.581215177505582,0.832381467556075,0.802330457604444,0.459929719720219,0.386525468022469,0.244397511383008,39.0924396207743,4.257496185570283,7,10454,367182,10167,10,119165666,119165667
SGF29,0.936180444840615,0.459627298468897,0.00437194515794875,0.0176858790221482,10454,367182,14618,ENSG00000176476.8,ENSG00000176476.8,0.0971905232964831,100,,0.0031107993524825,,,66.6586641626239,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f9179597880> [RTYPES.NILSXP],2,10454,367182,14618,16,28581054,28581055
SGIP1,0.557729355328765,0.709287544859625,0.897325795467656,0.901622077590911,10454,367182,800,ENSG00000118473.21,ENSG00000118473.21,0.881917181397301,0.621014229798914,0.334682349766015,0.0181142112863281,0.0240935294417699,0.171869680800064,19.5010081112212,7.433259996883738,8,10454,367182,800,1,66533382,66533383
SGTB,0.789179783519128,0.981124740840349,0.765122241613757,0.890264042401924,10454,367182,5383,ENSG00000197860.9,ENSG00000197860.9,0.570823592803218,0.762109666147677,0.637499037685333,0.825613445837903,0.236928903466806,0.0924353949410162,13.0205653295016,2.141795935973044,5,10454,367182,5383,5,65723034,65723035
SH3BGRL3,0.387786485858429,0.494658453065304,0.907458499325963,0.904374162237343,10454,367182,367,ENSG00000142669.14,ENSG00000142669.14,0.682715625201751,100,,0.124909763397452,,,13.6631843447767,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f82fbb81a80> [RTYPES.NILSXP],3,10454,367182,367,1,26279175,26279176
SH3BP1,0.415277005695374,0.486538176809579,0.644292761510981,0.616076965867861,10454,367182,19399,ENSG00000100092.20,ENSG00000100092.20,0.587595348947372,0.483603130777269,0.281709416855617,0.364145438381459,0.528023507650063,0.500590905907563,19.4243349388092,8.461495361908378,10,10454,367182,19399,22,37634653,37634654
SH3RF1,0.718497622884823,0.55583324487928,0.999857663341204,0.527193233054249,10454,367182,5107,ENSG00000154447.14,ENSG00000154447.14,0.388033304004699,0.641071393402359,0.704178381490493,0.895708794723783,0.912788246654281,0.68430548569552,28.4200439587358,3.4396454487951953,6,10454,367182,5107,4,169271104,169271105
SH3YL1,0.0901073246861995,0.253900644712026,0.988248443220544,0.710885709513042,10454,367182,2063,ENSG00000035115.21,ENSG00000035115.21,0.632857381973968,0.815337254112118,0.671284432339553,0.0009059422743389,0.0040005107676171,0.857763411036195,220.94596960798,29.036027771665108,2,10454,367182,2063,2,266397,266398
SHKBP1,0.745952150570846,0.510252713790129,0.863923403731979,0.751026500424593,10454,367182,17706,ENSG00000160410.14,ENSG00000160410.14,0.690670320317852,0.608521713498967,0.360815652249946,0.0736390917963146,0.0361585835752667,0.0636472582077798,37.2923817380988,4.632245892216833,10,10454,367182,17706,19,40576850,40576851
SHMT1,0.191668618701398,0.446563263089433,0.734276710813849,0.851966446264133,10454,367182,15545,ENSG00000176974.19,ENSG00000176974.19,0.739610833577318,0.549466942341811,0.297115177613351,0.672202801194575,0.591493221516085,0.350630794334935,141.840905661469,5.952517918548145,3,10454,367182,15545,17,18363562,18363563
SHPK,0.144155087139924,0.449083881649346,0.231376149839876,0.398090182192418,10454,367182,15282,ENSG00000197417.7,ENSG00000197417.7,0.374881114209659,0.656893219368186,0.817784969075315,0.429963825678547,0.68300826247937,0.708702764955078,10.3758880275125,4.332567209964983,6,10454,367182,15282,17,3636321,3636322
SIDT2,0.122477567993207,0.488355630015305,0.137156380026848,0.548467016991324,10454,367182,11242,ENSG00000149577.15,ENSG00000149577.15,0.0033573138185773,0.0130635932206829,0.785712090862404,0.0943055548328001,0.203404715674485,0.534504847062313,11.451162116024,5.212465556116273,7,10454,367182,11242,11,117178732,117178733
SIGLEC11,0.088245241007113,0.153162150178677,0.426663453794673,0.637399697668471,10454,367182,18009,ENSG00000161640.15,ENSG00000161640.15,0.188959966926095,0.405620895953119,0.778597850627713,0.0138477591043335,0.0472360348136686,0.827015346990716,35.1308258392533,10.897101099009594,8,10454,367182,18009,19,49961171,49961172
SIGLEC12,0.456880096367911,0.644898649029144,0.548866002930749,0.668676207516418,10454,367182,18057,ENSG00000254521.6,ENSG00000254521.6,0.840151782403906,0.548529610757945,0.281405022754175,0.505052242343354,0.797879516494517,0.931950391459769,38.4481723238838,4.485575760639768,19,10454,367182,18057,19,51501788,51501789
SIGLEC14,0.888968445621071,0.487663148750162,0.0284341788971825,0.0387200941288343,10454,367182,18064,ENSG00000254415.3,ENSG00000254415.3,0.606850578043676,0.448762838774104,0.247442902583036,0.118222384119983,0.0186647174950897,0.0187839074630654,21.3724210420272,7.189104632682051,21,10454,367182,18064,19,51646800,51646801
SIGLEC16,0.710875168901283,0.572083688802263,0.127315367755219,0.409903287190263,10454,367182,18010,ENSG00000161643.12,ENSG00000161643.12,0.258359787291715,0.520037734115575,0.861940453780733,0.605860125360123,0.659992608753335,0.452330557331483,35.026446771356,5.441743784326162,2,10454,367182,18010,19,49969672,49969673
SIGLEC5,0.762109670226096,0.560195941143817,0.876648421093364,0.863689736324822,10454,367182,18063,ENSG00000105501.12,ENSG00000105501.12,0.689349858503644,0.621376820652814,0.373551918098341,0.205800032115163,0.278178378992967,0.327626157459755,14.3905348873793,4.94569871182197,18,10454,367182,18063,19,51645544,51645545
SIMC1,0.873614177841487,0.689571540739752,0.859614957880794,0.948204224940405,10454,367182,5939,ENSG00000170085.17,ENSG00000170085.17,0.642269022100407,0.555201329675051,0.326928410594342,0.539452056425399,0.0970223203656021,0.0383582127180576,20.0176320286371,7.95266490749958,5,10454,367182,5939,5,176238366,176238367
SIPA1,0.364643409721096,0.969640445127581,0.685097535317497,0.657804750877471,10454,367182,10874,ENSG00000213445.9,ENSG00000213445.9,0.97039399500375,100,,0.53806733295784,,,16.9155981055202,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f48116bc900> [RTYPES.NILSXP],2,10454,367182,10874,11,65638096,65638097
SIRPB1,0.794454665981744,0.789602032190781,0.340074408607194,0.338855511739218,10454,367182,18344,ENSG00000101307.15,ENSG00000101307.15,0.989600121699812,0.88602152052608,0.622875563599157,0.447713611959599,0.729169092115396,0.814140575703324,27.9938020544782,13.258547859714191,9,10454,367182,18344,20,1620060,1620061
SIRPB2,0.640219778745597,0.584085281736508,0.818658384475577,0.601188652712931,10454,367182,18342,ENSG00000196209.12,ENSG00000196209.12,0.522592759368318,0.797115197830651,0.832452957003475,0.692427270610394,0.194866659000094,0.0776028066698195,22.5525851035604,5.059204076770673,12,10454,367182,18342,20,1491586,1491587
SIRT1,0.330732473163772,0.700402568579436,0.415890880711166,0.347888000514721,10454,367182,9770,ENSG00000096717.11,ENSG00000096717.11,0.239639933750141,0.418346411614953,0.548379084965455,0.495565293116079,0.140175590183631,0.0626693531720497,54.1968402430097,6.266566605668868,3,10454,367182,9770,10,67884668,67884669
SLC11A1,0.640978417067389,0.999999885898081,0.989704470679684,0.998710953675769,10454,367182,3219,ENSG00000018280.16,ENSG00000018280.16,0.99774850219483,0.744968547939279,0.442887234993286,0.36695951430921,0.0933475520543782,0.0474626318867245,44.8928477770415,13.86943400286379,3,10454,367182,3219,2,218382028,218382029
SLC12A1,0.886035153721497,0.622728385714095,0.291619808902588,0.424547287113266,10454,367182,13767,ENSG00000074803.17,ENSG00000074803.17,0.730338230740531,0.825138120414628,0.606298277033203,0.774666439737348,0.0128196796444592,0.0033038456927744,352.228632228749,78.67832499969819,2,10454,367182,13767,15,48206300,48206301
SLC12A7,0.0439956259802056,0.115233743701186,0.674266649518892,0.602272878860861,10454,367182,5185,ENSG00000113504.20,ENSG00000113504.20,0.57146262966729,0.120809812220097,0.0480950174942901,0.69233654236684,0.914909132337858,0.883981755620495,59.6057816652887,2.9840933028499026,12,10454,367182,5185,5,1112034,1112035
SLC18B1,0.386734037579524,0.534324521590759,0.999509731797403,0.884522998077562,10454,367182,6902,ENSG00000146409.10,ENSG00000146409.10,0.656254085026267,0.70396132021004,0.477772611881468,0.330329193715504,0.615727775910668,0.881304869436696,86.1432977521945,72.6306835640085,3,10454,367182,6902,6,132798552,132798553
SLC19A1,0.519091156831425,0.498459412641024,0.83773460887506,0.79630098774993,10454,367182,19034,ENSG00000173638.18,ENSG00000173638.18,0.824427824711495,0.73899568104823,0.456004819844919,0.680754179701658,0.544728535217957,0.306509646199779,10.7648044353302,2.7817558634594595,7,10454,367182,19034,21,45544410,45544411
SLC1A7,0.060315299488344,0.214574868837438,0.688151451086663,0.739053147554557,10454,367182,735,ENSG00000162383.11,ENSG00000162383.11,0.842169404702398,0.556796400837806,0.287474670386981,0.550911589335683,0.825031576479505,0.864822774245775,13.7719338795075,2.8304723193601036,5,10454,367182,735,1,53142631,53142632
SLC20A2,0.835501637069768,0.608965574615555,0.965164633677425,0.811026914674148,10454,367182,8319,ENSG00000168575.9,ENSG00000168575.9,0.742349287456733,100,,0.0812512343784114,,,12.7939900737232,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fcf0a2d6940> [RTYPES.NILSXP],3,10454,367182,8319,8,42541596,42541597
SLC22A15,0.636575771325896,0.542301835279442,0.925197544180688,0.596674515267808,10454,367182,1075,ENSG00000163393.12,ENSG00000163393.12,0.783700789106468,0.377443726280248,0.171105419818569,0.928470560443114,0.0122926424184402,0.0030297952991239,68.3392572692179,7.8941085576059695,2,10454,367182,1075,1,115976497,115976498
SLC22A16,0.526673955512186,0.535744061152157,0.698282583434445,0.932132879965396,10454,367182,6812,ENSG00000004809.13,ENSG00000004809.13,0.739944257890159,0.608176472303826,0.347008187109396,0.290273548631756,0.0071425242981864,0.0030706347543395,20.1642154422775,7.520274009644429,11,10454,367182,6812,6,110476640,110476641
SLC22A18,0.637032997794321,0.598585365713928,0.508826574874758,0.82610644316966,10454,367182,10350,ENSG00000110628.13,ENSG00000110628.13,0.64414429697072,0.872004866394526,0.805605163069407,0.433001665585115,0.064763995211495,0.0274983448266379,64.9850432622961,4.764186244345853,8,10454,367182,10350,11,2899790,2899791
SLC22A18AS,0.76042556976436,0.89758150610742,0.787199175031024,0.852868359105632,10454,367182,10351,ENSG00000254827.5,ENSG00000254827.5,0.88951641048112,0.843129133173654,0.570433254174695,0.303168166096716,0.374564467591867,0.34177104429114,36.6135764989863,3.2223179194490177,5,10454,367182,10351,11,2903739,2903740
SLC22A31,0.0602218204471614,0.623819688643904,0.166137105453476,0.999999847153549,10454,367182,15183,ENSG00000259803.6,ENSG00000259803.6,0.101667860040206,0.234474371279598,0.637707984721484,0.200440470134287,0.336333528125464,0.462373330908019,67.0320552873042,7.846447309096091,3,10454,367182,15183,16,89201663,89201664
SLC22A5,0.766617226354278,0.603956193197495,0.274434392499248,0.366648910600495,10454,367182,5654,ENSG00000197375.12,ENSG00000197375.12,0.329342484439231,0.593056271900489,0.759784439911741,0.873431288415162,0.135320192920836,0.0461848229982488,13.1661234805455,2.686316213043064,6,10454,367182,5654,5,132369751,132369752
SLC23A3,0.274355458848064,0.610978700930757,0.273109821988354,0.746255664823417,10454,367182,3237,ENSG00000213901.10,ENSG00000213901.10,0.682568427649906,0.819433774394268,0.63076011085775,0.155031588885213,0.270729847851041,0.441940831319755,39.5603337068619,7.459714826357514,2,10454,367182,3237,2,219170094,219170095
SLC25A10,0.0791707638417097,0.540044497365926,0.227219180620092,0.678439509891143,10454,367182,16453,ENSG00000183048.11,ENSG00000183048.11,0.119632092485036,0.275280170479411,0.691088846857686,0.002476536591389,0.0102462606563116,0.950527339805231,16.3789087943534,2.2001890309156407,2,10454,367182,16453,17,81712235,81712236
SLC25A13,0.0291172647479497,0.0501159587074604,0.465592376229917,0.652437596605404,10454,367182,7568,ENSG00000004864.13,ENSG00000004864.13,0.821380969345279,0.69862114492575,0.414347306130004,0.664012306352229,0.0128734772315453,0.0035194561349861,23.726017769321,2.0148739290020212,2,10454,367182,7568,7,96322146,96322147
SLC25A24,0.919067763026144,0.863658965375451,0.74533298415591,0.83632050278798,10454,367182,964,ENSG00000085491.15,ENSG00000085491.15,0.910101407604989,0.951651454167594,0.768856004998145,0.667558344079728,0.903481625104795,0.891729042913283,36.6027404489296,3.201763035680115,7,10454,367182,964,1,108199924,108199925
SLC25A29,0.638328573476685,0.661987233629089,0.416575598906991,0.52834894431786,10454,367182,13398,ENSG00000197119.12,ENSG00000197119.12,0.0218516822003714,0.0392647415594795,0.26985305035476,0.526851343076524,0.566805630813072,0.391262009710215,57.5444503818007,3.7508749949665274,8,10454,367182,13398,14,100306546,100306547
SLC25A34,0.0862131593848737,0.22695388978139,0.131806440895157,0.11474305364167,10454,367182,222,ENSG00000162461.7,ENSG00000162461.7,0.914544768576245,0.540497104764093,0.269564994843211,0.641855726578381,0.275570023206228,0.124362498074858,33.3548907651661,5.332710212560175,2,10454,367182,222,1,15736404,15736405
SLC25A51,0.903977455272504,0.886618674427856,0.835555449691184,0.755235394082844,10454,367182,8936,ENSG00000122696.13,ENSG00000122696.13,0.691763808383617,0.680083472438503,0.433332507500672,0.722105793279287,0.482690412628494,0.248756482294192,11.4885247411788,5.0102742083618725,4,10454,367182,8936,9,37904352,37904353
SLC26A1,0.486118533900226,0.46082888431939,0.561994986335059,0.502701547775979,10454,367182,4513,ENSG00000145217.13,ENSG00000145217.13,0.10870632538964,0.11809050234088,0.192324432965875,0.0545910843844009,0.0952914280538926,0.315598071205984,40.3577781774468,7.446062438496322,5,10454,367182,4513,4,993439,993440
SLC26A8,0.0777959562778959,0.488073190680507,0.34507388984895,0.860963873163647,10454,367182,6484,ENSG00000112053.13,ENSG00000112053.13,0.0621897403710976,0.175266039073386,0.943272117224296,0.213910196371812,0.418698949362202,0.657605914874175,12.4145705826367,6.00966687839728,6,10454,367182,6484,6,36024867,36024868
SLC27A3,0.531175892587684,0.52341375897705,0.770307328002917,0.755895660684487,10454,367182,1305,ENSG00000143554.13,ENSG00000143554.13,0.700423235065489,0.712911949588107,0.467135154708281,0.204838568089277,0.440950654350608,0.862238237010967,15.6362474175743,7.2386573551092575,2,10454,367182,1305,1,153774808,153774809
SLC28A3,0.271734451616142,0.485361439050448,0.794581378888494,0.768298630990885,10454,367182,9024,ENSG00000197506.7,ENSG00000197506.7,0.775587820487711,0.75981517609253,0.493874226013196,0.720587404781606,0.601129561581898,0.345488699788821,10.5632593385712,4.828818630854807,7,10454,367182,9024,9,84340682,84340683
SLC2A1-AS1,0.0306981972376895,0.201674460416526,0.0314018509626833,0.0364657722696506,10454,367182,619,ENSG00000227533.5,ENSG00000227533.5,0.794617837558739,0.965596641307181,0.962121792530164,0.198420237424382,0.0219754712868816,0.0144551718134483,19.975997779044,1.897234010612066,5,10454,367182,619,1,42959294,42959295
SLC2A11,0.83196554445502,0.595270508455321,0.059727798165664,0.0738223232602009,10454,367182,19229,ENSG00000133460.19,ENSG00000133460.19,0.548990797212289,0.551963773322016,0.362447528483218,0.421557132471124,0.47264353561999,0.35574532857563,16.45197360594,6.799715892818311,9,10454,367182,19229,22,23857039,23857040
SLC2A14,0.433300636394712,0.493798879723209,0.980937468159068,0.906828726425743,10454,367182,11497,ENSG00000173262.11,ENSG00000173262.11,0.77764230207541,0.354474280401943,0.157881407633998,0.227431876107331,0.481930765761968,0.95587901148336,23.9548423466259,7.687492785063216,11,10454,367182,11497,12,7891147,7891148
SLC2A8,0.472436291701189,0.580828266973107,0.255598071119132,0.823098175951865,10454,367182,9268,ENSG00000136856.17,ENSG00000136856.17,0.15772907280361,0.36635317818555,0.910817880958065,0.337263391444035,0.238346555798483,0.162883331222055,16.0983296741049,2.543549833060953,3,10454,367182,9268,9,127397137,127397138
SLC2A9,0.116328977066438,0.753381176154239,0.0342980563441657,0.194549967714172,10454,367182,4600,ENSG00000109667.11,ENSG00000109667.11,0.154447287874325,0.36186458022242,0.941968578236858,0.012608502619804,0.0434620715547842,0.825670124643823,21.1028457871804,2.2346675893032097,4,10454,367182,4600,4,10054935,10054936
SLC30A6,0.0904385035897209,0.4714547122609,0.919867154703343,0.561547205342752,10454,367182,2245,ENSG00000152683.14,ENSG00000152683.14,0.276183586014682,100,,0.776640198800024,,,12.1052813410464,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f3be502a680> [RTYPES.NILSXP],2,10454,367182,2245,2,32165840,32165841
SLC35A1,0.0945662075341174,0.698702273158928,0.650486445157915,0.445433868599036,10454,367182,6732,ENSG00000164414.17,ENSG00000164414.17,0.708175006172934,0.6640698608227,0.410068043966906,0.0230603445579083,0.0721415626941419,0.758776319980453,19.5366011355445,1.7427382560802505,4,10454,367182,6732,6,87470622,87470623
SLC35A4,0.141398706757923,0.260190592788789,0.191617325755366,0.200812736244063,10454,367182,5757,ENSG00000176087.14,ENSG00000176087.14,0.635716213573261,100,,0.0176839576001157,,,16.0727071507184,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fd8049ed7c0> [RTYPES.NILSXP],4,10454,367182,5757,5,140564689,140564690
SLC35A5,0.180966588884652,0.287195677949024,0.666419587013674,0.656553314401652,10454,367182,3990,ENSG00000138459.8,ENSG00000138459.8,0.944343403975484,0.748228949012867,0.448203276033655,0.443243322499146,0.118703714379274,0.0552550151550366,10.381170790256,2.7101703253817755,2,10454,367182,3990,3,112562046,112562047
SLC35D1,0.271387365547672,0.428281520213416,0.977411968625007,0.92702876685007,10454,367182,803,ENSG00000116704.7,ENSG00000116704.7,0.754910162729589,0.603193532822711,0.339175769234562,0.94237854542626,0.0238176092937743,0.0062755573634646,64.5914176964329,54.75019454281249,3,10454,367182,803,1,67054098,67054099
SLC35E2B,0.539228262853869,0.500074747557853,0.94020285473465,0.842041280529412,10454,367182,73,ENSG00000189339.11,ENSG00000189339.11,0.698626300131357,0.668104182316315,0.417729796944483,0.583539809069378,0.515187342346357,0.311123228976821,19.6631283367913,3.6484449383029545,3,10454,367182,73,1,1692727,1692728
SLC35E3,0.44908906190219,0.481448993966035,0.530412796959605,0.985192831936757,10454,367182,12051,ENSG00000175782.9,ENSG00000175782.9,0.336081571399356,0.594721315026404,0.735588516549105,0.863441055997705,0.41723428629299,0.189869489873454,11.6043178815229,1.454087246840048,3,10454,367182,12051,12,68746105,68746106
SLC35F2,0.911526222824732,0.969599432911625,0.677822693142919,0.594710332489669,10454,367182,11188,ENSG00000110660.14,ENSG00000110660.14,0.362143804023264,0.293951148251794,0.203342897555109,0.215018435335876,0.123848189178004,0.104197998962438,11.1537499271118,2.6570784565235783,3,10454,367182,11188,11,107928292,107928293
SLC35F5,0.477069737692615,0.499522034862575,0.425084680871036,0.999999626239218,10454,367182,2786,ENSG00000115084.13,ENSG00000115084.13,0.299838064956536,0.454554968654732,0.478628781400241,0.978547618492127,0.288435888790304,0.114875116575187,11.4911285773066,4.228811960280407,2,10454,367182,2786,2,113756822,113756823
SLC35G5,0.528488792045715,0.631052824079096,0.529473887177681,0.837281587268597,10454,367182,8129,ENSG00000177710.5,ENSG00000177710.5,0.060144945183833,0.166792476296942,0.825176490499025,0.378919808421338,0.625478378159302,0.685251289167469,18.1005366283919,2.204693640235405,3,10454,367182,8129,8,11330887,11330888
SLC36A1,0.57073720924785,0.605746147395545,0.495727244782437,0.876350591707428,10454,367182,5842,ENSG00000123643.12,ENSG00000123643.12,0.143784359631256,0.0108990307921216,0.0086149898521527,0.122151060375734,0.0096293427962556,0.0086371740493567,106.409726698233,13.404649205589054,3,10454,367182,5842,5,151437045,151437046
SLC37A3,0.72965841345783,0.682185685744172,0.452406098112438,0.55687540179799,10454,367182,7870,ENSG00000157800.17,ENSG00000157800.17,0.966977623320742,0.839479884402947,0.555125287970664,0.13052881059575,0.0790831665241413,0.0949545726821148,14.2146078114714,2.913705612730308,7,10454,367182,7870,7,140404309,140404310
SLC38A10,0.840504693703308,0.781101760186954,0.579180874911758,0.623982032796657,10454,367182,16434,ENSG00000157637.12,ENSG00000157637.12,0.573449982819522,0.709505330085801,0.543316225082559,0.157051402386705,0.366576453764619,0.945289987067887,11.4275208132066,7.058254664655227,7,10454,367182,16434,17,81295546,81295547
SLC39A11,0.416099892848729,0.467519122906262,0.739344048197069,0.890780904646559,10454,367182,16257,ENSG00000133195.11,ENSG00000133195.11,0.73898370027613,0.479160886407987,0.243475785981478,0.355859949690631,0.651065803732926,0.939087623976078,10.5084210203777,5.802147257881993,13,10454,367182,16257,17,73092711,73092712
SLC39A3,0.836128956861387,0.639690957547278,0.537480197535695,0.643414811444421,10454,367182,16911,ENSG00000141873.10,ENSG00000141873.10,0.661195294984648,0.908426536151449,0.996727388045278,0.0496673284635551,0.144481611275219,0.897615924485639,16.5960649269916,6.60080433720806,5,10454,367182,16911,19,2740151,2740152
SLC39A9,0.877269215848768,0.624287530325368,0.440910027362606,0.664939746567975,10454,367182,13183,ENSG00000029364.11,ENSG00000029364.11,0.36653262137812,0.627519358753399,0.732741989440956,0.396334577558664,0.264273712754328,0.163438613697544,16.1443852239856,13.001751625464992,9,10454,367182,13183,14,69398014,69398015
