gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
RP11-817I4.2,12,32352348,32352349,0.681474053089054,0.206116988908477,0.611735922512222,0.558175954054529,10454,367182,8821,ENSG00000276115.1,ENSG00000276115.1,0.811904348666971,100,100,0.379229615537771,100,100,0.0254046121927459,0.00275252930569876,3425,1878,10454,367182,8820,12,32352348,32352349
RP11-818O24.3,17,1424472,1424473,0.971991287811985,0.0772349377606424,0.452794277546026,0.133447574249826,10454,367182,8077,ENSG00000262777.1,ENSG00000262777.1,0.796539965385816,100,100,0.054798786062649,100,100,0.0248747227240782,0.00143172030900774,2866,1213,10454,367182,8076,17,1424472,1424473
RP11-819C21.1,11,107316270,107316271,0.361700101960065,0.951726272828219,0.096984684686328,0.475923864873119,10454,367182,7987,ENSG00000261098.1,ENSG00000261098.1,0.687085595378164,100,100,0.588374351204859,100,100,0.0559506740117577,0.00297679948645507,2398,1206,10454,367182,7986,11,107316270,107316271
RP11-81A1.6,15,79922454,79922455,0.651047876810079,0.887669993254735,0.728542606350223,0.755982850040625,10454,367182,8929,ENSG00000278600.1,ENSG00000278600.1,0.915146972020894,0.940538452153077,0.738727669475105,0.453738524370995,0.624944511421814,0.538198398844141,0.0908144761795207,0.000947439857698058,2720,1598,10454,367182,8928,15,79922454,79922455
RP11-81A22.4,17,4787056,4787057,0.655452739523892,0.333547899798216,0.70257517957645,0.814175809809765,10454,367182,9084,ENSG00000280254.1,ENSG00000280254.1,0.348725528351366,0.263101886358379,0.180646818701652,0.449025072709197,0.591574514328879,0.489864565442098,0.0250091603411531,0.000160391794163056,2221,942,10454,367182,9083,17,4787056,4787057
RP11-81A22.5,17,4807012,4807013,0.382314255274236,0.369322583904537,0.708241461066902,0.35173569175734,10454,367182,8060,ENSG00000262165.2,ENSG00000262165.2,0.0286776956147395,0.0909434036810102,0.926946500656973,0.761381340241198,0.946548824898893,0.894304346987472,0.0993890714851071,0.0142432429107942,2253,945,10454,367182,8059,17,4807012,4807013
RP11-81H3.2,12,74402534,74402535,0.362492128574692,0.18922874380276,0.556200819530582,0.501878908730027,10454,367182,7469,ENSG00000251138.6,ENSG00000251138.6,0.354914715284523,100,100,0.359133175318074,100,100,0.027871019470556,0.00798869464422882,1981,760,10454,367182,7468,12,74402534,74402535
RP11-81K2.1,17,49370739,49370740,0.295077083044269,0.220508563062792,0.104373565216172,0.0296198492155478,10454,367182,8053,ENSG00000262039.1,ENSG00000262039.1,0.357051720176956,100,100,0.138600209196354,100,100,0.014790618294742,0.0203378531352011,1550,801,10454,367182,8052,17,49370739,49370740
RP11-820I16.1,18,11914343,11914344,0.65617182519065,0.684896728133105,0.619408779842735,0.514695031982389,10454,367182,8193,ENSG00000267079.1,ENSG00000267079.1,0.884252117180127,100,100,0.193709462873876,100,100,0.133374732775375,0.0024306960617228,2910,1146,10454,367182,8192,18,11914343,11914344
RP11-830F9.6,16,88939788,88939789,0.580358818911175,0.0632719063885381,0.6221765511319,0.542968810841724,10454,367182,5842,ENSG00000205018.2,ENSG00000205018.2,0.536696589587587,100,100,0.9681805733475,100,100,0.0283206375043524,0.00151248801456766,2569,1190,10454,367182,5841,16,88939788,88939789
RP11-834C11.10,12,54164451,54164452,0.489461350038651,0.669428495811054,0.518981439680841,0.0247532387866704,10454,367182,7741,ENSG00000257534.1,ENSG00000257534.1,0.0559107900732185,100,100,0.292509893264376,100,100,0.0639763823905923,0.00289976654292924,1650,755,10454,367182,7740,12,54164451,54164452
RP11-834C11.4,12,54126097,54126098,0.105784609499367,0.00728581001220557,0.00266353883022935,0.00657866615087582,10454,367182,7455,ENSG00000250742.2,ENSG00000250742.2,0.0392676817698721,0.118785942492303,0.913433044168901,0.0574225034512044,0.00880320748187856,0.0155331423905342,0.0146064553393425,0.00286316735225601,1680,776,10454,367182,7454,12,54126097,54126098
RP11-843P14.1,5,176354205,176354206,0.651860712675639,0.0305903457629663,0.0638857659977256,0.135128876240512,10454,367182,7486,ENSG00000251414.1,ENSG00000251414.1,0.283757957717872,100,100,0.507431559657538,100,100,0.0277645796872438,0.00709580190761435,1405,665,10454,367182,7485,5,176354205,176354206
RP11-844P9.2,5,176156988,176156989,0.493152145894024,0.890842814869158,0.967123828149471,0.844859298940349,10454,367182,9168,ENSG00000283559.1,ENSG00000283559.1,0.991757799385891,0.487034914302028,0.230355755019407,0.195140710582227,0.310288454970795,0.415807686816679,0.0243117291973934,0.00157002582143153,1430,661,10454,367182,9167,5,176156988,176156989
RP11-844P9.6,5,176199294,176199295,0.860652486696069,0.480083597220808,0.974744932290718,0.809889260235803,10454,367182,9155,ENSG00000283235.1,ENSG00000283235.1,0.935498573916307,100,100,0.809651118449045,100,100,0.0109390277195939,0.00585166160483152,1457,679,10454,367182,9154,5,176199294,176199295
RP11-847H18.3,12,34037437,34037438,0.625350249838312,0.794494345009776,0.751995072263471,0.471558340734302,10454,367182,7707,ENSG00000256538.1,ENSG00000256538.1,0.596353749066697,0.811811676987455,0.711835791820697,0.280161800780358,0.219613124085953,0.171994828666173,0.0483544641241123,0.00822994347674847,1953,552,10454,367182,7706,12,34037437,34037438
RP11-850A17.1,18,54269402,54269403,0.32944582291294,0.191892873730425,0.116858728359023,0.422905577194249,10454,367182,8873,ENSG00000277324.1,ENSG00000277324.1,0.874597698228968,100,100,0.987152230212755,100,100,0.0123034596640072,0.000592323124927124,2610,1259,10454,367182,8872,18,54269402,54269403
RP11-85A1.3,10,99621054,99621055,0.794957868902058,0.881143034972751,0.795532474278796,0.590714958270862,10454,367182,7929,ENSG00000260475.1,ENSG00000260475.1,0.933313955262685,100,100,0.972147177960472,100,100,0.142938186900108,0.0420212101010648,1912,1009,10454,367182,7928,10,99621054,99621055
RP11-85B7.2,17,9179117,9179118,0.567577848516219,0.210597590549937,0.510181755094597,0.512553312434557,10454,367182,8084,ENSG00000262966.2,ENSG00000262966.2,0.959918507872494,100,100,0.804720242424182,100,100,0.0264255827424401,0.0039921792757351,2222,1200,10454,367182,8083,17,9179117,9179118
RP11-85O21.2,9,124009395,124009396,0.347564110308632,0.45672970859534,0.133889385147002,0.248334777256257,10454,367182,6949,ENSG00000236668.2,ENSG00000236668.2,0.301276301994422,100,100,0.235764510763101,100,100,0.0312632879972477,0.000836939245359177,1908,878,10454,367182,6948,9,124009395,124009396
RP11-85O21.5,9,124032418,124032419,0.724310229404631,0.43228851165305,0.267007953989236,0.146939315928801,10454,367182,6852,ENSG00000234921.1,ENSG00000234921.1,0.0140298857270226,0.0480230328059095,0.845328773946841,0.884792962532027,0.0902891699984833,0.028650796216077,0.0419640072316366,0.00675351638051257,1871,857,10454,367182,6851,9,124032418,124032419
RP11-861E21.1,18,12432896,12432897,0.91315227538883,0.872784805910866,0.935422682329972,0.347913287711833,10454,367182,8196,ENSG00000267108.1,ENSG00000267108.1,0.483573488383555,0.615141572621931,0.48796405670799,0.960618824572079,0.319756850716234,0.131225422608547,0.196609282263483,0.00485384608512345,2545,1120,10454,367182,8195,18,12432896,12432897
RP11-861E21.2,18,12438889,12438890,0.700078368208862,0.461780417775652,0.421442279564635,0.715960856766217,10454,367182,8207,ENSG00000267199.1,ENSG00000267199.1,0.604483729192308,100,100,0.273545641013469,100,100,0.406548660088815,0.00125633905013258,2525,1114,10454,367182,8206,18,12438889,12438890
RP11-862G15.2,14,92907481,92907482,0.89630633136481,0.685405025921594,0.271510462600095,0.349665762255493,10454,367182,7768,ENSG00000258499.1,ENSG00000258499.1,0.381418629714641,100,100,0.0877162161408038,100,100,0.0174578037160774,0.0464626422570814,2447,1420,10454,367182,7767,14,92907481,92907482
RP11-863K10.7,8,37737425,37737426,0.29361579144122,0.596526367863111,0.61255805695252,0.630287284494228,10454,367182,5019,ENSG00000183154.1,ENSG00000183154.1,0.625835008004045,100,100,0.410934769994857,100,100,0.0116826314363315,0.00898998836988453,1054,531,10454,367182,5018,8,37737425,37737426
RP11-863P13.2,16,88193666,88193667,0.372264801768157,0.327069618708681,0.740234875531059,0.212341201039223,10454,367182,8047,ENSG00000261816.1,ENSG00000261816.1,0.577534726381959,100,100,0.883317990692572,100,100,0.0119996850451106,0.000700566785826148,3414,1371,10454,367182,8046,16,88193666,88193667
RP11-863P13.4,16,88100984,88100985,0.464979903463962,0.552656453079812,0.994281026381009,0.472522453793653,10454,367182,5844,ENSG00000205037.2,ENSG00000205037.2,0.986696187194472,100,100,0.243621552380766,100,100,0.0200991777187811,0.0226473262291411,3573,1424,10454,367182,5843,16,88100984,88100985
RP11-867G2.8,11,94740354,94740355,0.549602655843,0.695517549691716,0.979040786590842,0.770623956472568,10454,367182,7683,ENSG00000255929.5,ENSG00000255929.5,0.106679300551744,100,100,0.164327295363295,100,100,0.0192346780103676,0.000330834202574515,1793,863,10454,367182,7682,11,94740354,94740355
RP11-874J12.3,18,3771429,3771430,0.266547070433458,0.852163658816379,0.77442893947564,0.752727587580154,10454,367182,8169,ENSG00000266513.1,ENSG00000266513.1,0.409061310380505,100,100,0.286765811938194,100,100,0.0991032750395748,0.00325716101928196,2565,1202,10454,367182,8168,18,3771429,3771430
RP11-87E22.2,8,22877971,22877972,0.933514805029371,0.414318458320762,0.935137789613696,0.0404875546398468,10454,367182,7355,ENSG00000248738.6,ENSG00000248738.6,0.543578807773169,0.793060725075193,0.758189713613969,0.465745184658456,0.198604291183567,0.100296253454643,0.183493301696849,2.87392160046043e-05,2343,1140,10454,367182,7354,8,22877971,22877972
RP11-881M11.2,11,60906788,60906789,0.121915754424706,0.786962997086603,0.0259842721964141,0.425653418999044,10454,367182,7723,ENSG00000257052.1,ENSG00000257052.1,0.00702304245330697,100,100,0.817694148705113,100,100,0.0125727047931931,0.00926708785899429,1634,709,10454,367182,7722,11,60906788,60906789
RP11-883A18.3,18,10594589,10594590,0.497674220029984,0.719083672083873,0.679610609335396,0.846330546823787,10454,367182,8152,ENSG00000265728.1,ENSG00000265728.1,0.175322634380046,0.393704198125264,0.868136220333283,0.375470177853594,0.646292468582294,0.767345499975643,0.0116293044739924,0.0148694642367698,3149,1731,10454,367182,8151,18,10594589,10594590
RP11-886D15.1,11,104609320,104609321,0.211183555152388,0.954230632554734,0.409144064445147,0.955466115811474,10454,367182,7703,ENSG00000256422.5,ENSG00000256422.5,0.0791107269390639,100,100,0.637298851952141,100,100,0.15286171980553,0.00275456158704274,2055,1237,10454,367182,7702,11,104609320,104609321
RP11-889L3.1,5,178055603,178055604,0.242704506546631,0.465570884070791,0.202439024702289,0.1108983918221,10454,367182,6128,ENSG00000218227.3,ENSG00000218227.3,0.713111245692376,100,100,0.86374534263416,100,100,0.0968148771496715,0.00617841727044546,2220,880,10454,367182,6127,5,178055603,178055604
RP11-88E10.4,13,112606416,112606417,0.439976113383165,0.244004287615925,0.922313608693751,0.124592136335428,10454,367182,8862,ENSG00000277159.1,ENSG00000277159.1,0.370420494321172,0.622440773458007,0.702395744991375,0.0213349546585338,0.0333611735044726,0.220439406059097,0.019457367534944,0.0207582681221274,2544,1270,10454,367182,8861,13,112606416,112606417
RP11-88E10.5,13,112689814,112689815,0.590091866726696,0.104524478072133,0.901023998943693,0.159364803841522,10454,367182,8759,ENSG00000274922.1,ENSG00000274922.1,0.186608259482099,100,100,0.189651182563378,100,100,0.0116738092265612,0.0110590529486775,2470,1222,10454,367182,8758,13,112689814,112689815
RP11-890B15.3,11,130870246,130870247,0.876640519349438,0.637616340648294,0.580158952772882,0.703978289437496,10454,367182,7657,ENSG00000255455.2,ENSG00000255455.2,0.910844459506064,0.970420979556046,0.827452562883587,0.00158214801481097,0.00678329636530163,0.937280461667027,0.12766772735643,0.0131910122632339,2475,1204,10454,367182,7656,11,130870246,130870247
RP11-895K13.2,16,10033683,10033684,0.102292972314523,0.312738940577792,0.192079884525688,0.202532500112794,10454,367182,8046,ENSG00000261810.1,ENSG00000261810.1,0.342574104421905,100,100,0.885872265279951,100,100,0.0903352190060407,0.00966770269557609,3169,1381,10454,367182,8045,16,10033683,10033684
RP11-89K11.1,15,101746869,101746870,0.797149620442813,0.434349722016779,0.460426625594221,0.0898272272998445,10454,367182,7844,ENSG00000259658.4,ENSG00000259658.4,0.512249184978633,100,100,0.0769837121627354,100,100,0.21448854123124,0.000665727812730728,1693,709,10454,367182,7843,15,101746869,101746870
RP11-90M2.5,13,48042183,48042184,0.338977732035991,0.968986897697307,0.946164972545943,0.965479410559716,10454,367182,8853,ENSG00000276968.1,ENSG00000276968.1,0.805904329206925,100,100,0.680755738926228,100,100,0.0636334395664867,0.000303097069233881,1960,795,10454,367182,8852,13,48042183,48042184
RP11-91I8.3,18,6729167,6729168,0.298277653931074,0.145747999645852,0.169244047456118,0.170060354490272,10454,367182,8165,ENSG00000266441.1,ENSG00000266441.1,0.115045303092437,0.284675827132817,0.863820949230534,0.07512323493092,0.166313037626351,0.516738145498752,0.0647972142347009,0.000368562783718991,2542,1218,10454,367182,8164,18,6729167,6729168
RP11-91P24.7,11,77872173,77872174,0.633216489832535,0.320228874409728,0.22594691141914,0.315869460405947,10454,367182,7577,ENSG00000254459.1,ENSG00000254459.1,0.209100853393607,100,100,0.0294971536095095,100,100,0.0223862093870903,0.00528477362093959,1886,864,10454,367182,7576,11,77872173,77872174
RP11-92A5.2,4,155208430,155208431,0.226178100738211,0.0697646126955279,0.788767601181977,0.795871489194668,10454,367182,7447,ENSG00000250538.5,ENSG00000250538.5,0.823278798913626,0.172006785345547,0.0624760939596605,0.0714156996522866,0.150756085776973,0.46492591870022,0.243225762339755,0.0223810713671541,2290,945,10454,367182,7446,4,155208430,155208431
RP11-92G12.3,1,200669506,200669507,0.836929294797374,0.448827451695915,0.574196417289346,0.670106946725957,10454,367182,7883,ENSG00000260088.1,ENSG00000260088.1,0.20353272535352,100,100,0.343501986220346,100,100,0.471131436212508,0.000201438429490518,2142,1028,10454,367182,7882,1,200669506,200669507
RP11-930O11.3,14,56305837,56305838,0.924881149701949,0.551003597603117,0.940252308444671,0.818862214589033,10454,367182,8795,ENSG00000275569.1,ENSG00000275569.1,0.552623921752324,0.779862454802636,0.703703368141075,0.643648934991024,0.659964794818849,0.432113763515843,0.0130085686269301,0.0193913302402893,2692,1132,10454,367182,8794,14,56305837,56305838
RP11-930P14.2,8,41829933,41829934,0.376391950076516,0.822426727330706,0.616215807809553,0.623872428081474,10454,367182,7938,ENSG00000260588.1,ENSG00000260588.1,0.0745935550985973,100,100,0.664106748395106,100,100,0.0267246228897477,0.00691138945890051,1865,870,10454,367182,7937,8,41829933,41829934
RP11-93B14.9,20,62650766,62650767,0.264354003152951,0.245162700657922,0.896535503796626,0.393928452484135,10454,367182,8881,ENSG00000277496.1,ENSG00000277496.1,0.168366747869446,100,100,0.303155953798642,100,100,0.0390405732270925,0.00623580458002162,2956,1472,10454,367182,8880,20,62650766,62650767
RP11-946L16.2,12,29156990,29156991,0.227199843525972,0.682568728819825,0.68377219079278,0.973810267825046,10454,367182,8777,ENSG00000275278.1,ENSG00000275278.1,0.641166061758689,100,100,0.0376113043871435,100,100,0.0160582433800005,0.00415073279915437,2694,1406,10454,367182,8776,12,29156990,29156991
RP11-94C24.8,17,50538753,50538754,0.548976233529528,0.991159791992851,0.54890345429022,0.747277068424523,10454,367182,7429,ENSG00000250286.1,ENSG00000250286.1,0.332816812759231,100,100,0.0155018961185562,100,100,0.0901686504366675,0.000155211943064601,1813,853,10454,367182,7428,17,50538753,50538754
RP11-94H18.1,8,29854542,29854543,0.338130292415788,0.0368640740924264,0.0254224500625613,0.0293069747111444,10454,367182,7361,ENSG00000248964.6,ENSG00000248964.6,0.00700261546459674,100,100,0.754109332754913,100,100,0.04751299641934,0.0382612048647708,2000,928,10454,367182,7360,8,29854542,29854543
RP11-94I2.4,1,148021849,148021850,0.975661741216239,0.448854367874453,0.648927295950288,0.771278327512227,10454,367182,8729,ENSG00000274372.4,ENSG00000274372.4,0.553345599577898,0.119838567406225,0.048525501648067,0.161538435509031,0.279674158999479,0.443000970525472,0.0364330596924631,0.00828516890302015,1280,246,10454,367182,8728,1,148021849,148021850
RP11-950C14.10,14,75012850,75012851,0.962831885532349,0.830126913546264,0.516128124468256,0.88088361687527,10454,367182,9025,ENSG00000279594.1,ENSG00000279594.1,0.516801706697976,100,100,0.949777809810458,100,100,0.0421949834688259,0.000338223738705529,1558,683,10454,367182,9024,14,75012850,75012851
RP11-958N24.2,16,16356223,16356224,0.18487345631895,0.60800310310836,0.48012415053684,0.615873795391187,10454,367182,6439,ENSG00000227827.3,ENSG00000227827.3,0.340553904463021,100,100,0.361599098114982,100,100,0.348163636292813,0.00242181526641163,1654,794,10454,367182,6438,16,16356223,16356224
RP11-95H11.1,2,206822293,206822294,0.854029182291394,0.645051864284859,0.767878163297309,0.150970126006431,10454,367182,7888,ENSG00000260171.1,ENSG00000260171.1,0.541211198027487,0.74509290781621,0.642721310197407,0.871946114313888,0.853075045684791,0.589047713396648,0.0256380866763681,0.00872935949413095,2097,1028,10454,367182,7887,2,206822293,206822294
RP11-967K21.1,12,28190737,28190738,0.505664533699625,0.624550051595903,0.326787886965698,0.350059527198741,10454,367182,7316,ENSG00000247934.4,ENSG00000247934.4,0.841707776101022,100,100,0.742902006378193,100,100,0.131230364945519,5.69431790056477e-05,2047,1076,10454,367182,7315,12,28190737,28190738
RP11-96H19.1,12,46383678,46383679,0.994703645680886,0.0732487258336722,0.463825808777987,0.117898101491998,10454,367182,7731,ENSG00000257261.5,ENSG00000257261.5,0.0130813338355072,0.045488450919493,0.879952138291429,0.409201038684192,0.00869259519384444,0.00299676721288466,0.0276367621780863,0.000816551944069322,1635,779,10454,367182,7730,12,46383678,46383679
RP11-977G19.11,12,56300141,56300142,0.012576142763746,0.363572077254862,0.129077650892911,0.347077779759465,10454,367182,7733,ENSG00000257303.1,ENSG00000257303.1,0.696934267615585,0.817475636066097,0.616103095725853,0.584598198642047,0.000423917575637932,9.50251078354561e-05,0.214581103157174,0.0216114323060051,879,373,10454,367182,7732,12,56300141,56300142
RP11-981G7.1,8,10433671,10433672,0.35972877049242,0.911482597826845,0.337414391348129,0.589629211324483,10454,367182,8020,ENSG00000261451.1,ENSG00000261451.1,0.62116406910586,100,100,0.128561099875832,100,100,0.161274514130154,0.00537718493861686,3141,1237,10454,367182,8019,8,10433671,10433672
RP11-981G7.3,8,10479374,10479375,0.789391893202572,0.643400264993192,0.566579140213795,0.609508261330203,10454,367182,7535,ENSG00000253678.1,ENSG00000253678.1,0.697027065230514,0.916915535452546,0.882345562322851,0.142820370951778,0.124244897974702,0.154861774309632,0.143715364394793,0.00209728668627537,3221,1246,10454,367182,7534,8,10479374,10479375
RP11-981G7.6,8,10486806,10486807,0.735712499481178,0.187696102939891,0.646430822567479,0.905645666985779,10454,367182,8539,ENSG00000272505.1,ENSG00000272505.1,0.263422482805403,0.4397548792738,0.531021796254089,0.104564600783446,0.267223962409517,0.944568929441135,0.26396714544504,0.000789924967385746,3224,1243,10454,367182,8538,8,10486806,10486807
RP11-983P16.4,12,53053573,53053574,0.885002066920921,0.728597808770233,0.778892432903926,0.915553062480666,10454,367182,7734,ENSG00000257337.6,ENSG00000257337.6,0.706112230645498,100,100,0.759269787152735,100,100,0.155478450819296,0.00841605212531537,1968,812,10454,367182,7733,12,53053573,53053574
RP11-986G18.2,12,2740092,2740093,0.813625933295345,0.859421266510371,0.219202429680722,0.219032883035979,10454,367182,8748,ENSG00000274659.1,ENSG00000274659.1,0.255563497099658,100,100,0.273810378485055,100,100,0.0800593666725035,0.00902807441929809,2411,1134,10454,367182,8747,12,2740092,2740093
RP11-98D18.15,1,151755540,151755541,0.67518267874949,0.898411457739305,0.471000134402296,0.882740570941301,10454,367182,8338,ENSG00000269621.1,ENSG00000269621.1,0.403049561430302,0.68232159696141,0.798262455841429,0.0103998595400555,0.0360430621968087,0.775943283126128,0.0195610944728109,0.00105844279734707,1330,481,10454,367182,8337,1,151755540,151755541
RP11-98I9.4,6,99424921,99424922,0.274663369715176,0.356381900428469,0.610075792813273,0.474934890959394,10454,367182,6483,ENSG00000228506.1,ENSG00000228506.1,0.38984508483451,0.615547066187187,0.630719074238053,0.513739865453142,0.346813638465328,0.193404481001057,0.416013098827469,0.0124974660356134,2444,1463,10454,367182,6482,6,99424921,99424922
RP11-996F15.2,12,29317847,29317848,0.550562734610901,0.853269656328724,0.947059406580119,0.978482080397815,10454,367182,7727,ENSG00000257176.2,ENSG00000257176.2,0.928888563289178,0.947829654461491,0.752801144933074,0.074579797468222,0.0742246948034722,0.155025966189453,0.164304412269971,0.0203365999480462,2973,1530,10454,367182,7726,12,29317847,29317848
RP11-996F15.4,12,29277881,29277882,0.113724498432963,0.948669057416877,0.588837692381564,0.621386737111788,10454,367182,8789,ENSG00000275476.1,ENSG00000275476.1,0.557757301696184,0.801526393677205,0.753172705491198,0.0273867177975096,0.0748437708460454,0.572542894036253,0.0662280399338632,0.010290699532592,2907,1501,10454,367182,8788,12,29277881,29277882
RP11-9G1.3,4,133149115,133149116,0.42659232775064,0.915136465662832,0.149023861231227,0.13704496901409,10454,367182,7428,ENSG00000250241.5,ENSG00000250241.5,0.071515435250351,0.188322908304977,0.762335869169779,0.122560304752064,0.173627497214948,0.29048015570612,0.0370597129765725,0.000303407368677036,2315,1278,10454,367182,7427,4,133149115,133149116
RP11-9N20.3,3,123715850,123715851,0.0346550477138408,0.949737355790116,0.784062464852021,0.988596563087105,10454,367182,8633,ENSG00000273123.1,ENSG00000273123.1,0.985615875472259,0.64272196099378,0.347185145709828,0.976603140918664,0.248605797444337,0.0952749358815669,0.0138539051494285,0.0056923653780018,1421,605,10454,367182,8632,3,123715850,123715851
RP13-1032I1.11,17,81697713,81697714,0.0118318368197789,0.969976213119108,0.888198462719758,0.774190621220619,10454,367182,8810,ENSG00000275902.1,ENSG00000275902.1,0.0720561567308851,100,100,0.657947360746668,100,100,0.0845423485999563,0.000117218332678918,2324,951,10454,367182,8809,17,81697713,81697714
RP13-122B23.8,9,137295720,137295721,0.883859613852665,0.553987770052157,0.699793600116914,0.804241924686581,10454,367182,7979,ENSG00000260996.1,ENSG00000260996.1,0.550450089287695,100,100,0.417959575677872,100,100,0.0654130941250318,0.000167181475987101,1531,65,10454,367182,7978,9,137295720,137295721
RP13-467H17.1,8,142403651,142403652,0.190964053262408,0.532929296131587,0.403769882980663,0.065876207908352,10454,367182,8038,ENSG00000261693.1,ENSG00000261693.1,0.156540174924817,100,100,0.822031192825016,100,100,0.254177724669134,0.0184234161766207,2894,1341,10454,367182,8037,8,142403651,142403652
RP13-514E23.2,4,86000477,86000478,0.297768447735393,0.738157976815512,0.824065145713324,0.525596321295697,10454,367182,8680,ENSG00000273389.1,ENSG00000273389.1,0.778311270241608,100,100,0.191903908668183,100,100,0.147571512859444,0.000854942227268274,2320,724,10454,367182,8679,4,86000477,86000478
RP13-582O9.7,8,143290620,143290621,0.74656671044874,0.562187088756754,0.861876039221933,0.208073582013538,10454,367182,8496,ENSG00000272172.1,ENSG00000272172.1,0.017372939336925,100,100,0.91260854034102,100,100,0.0121105694762349,0.0164614835234043,2706,1088,10454,367182,8495,8,143290620,143290621
RP13-753N3.1,17,30864939,30864940,0.594389291639352,0.453710560724968,0.567932872788869,0.823060793031808,10454,367182,8105,ENSG00000263531.1,ENSG00000263531.1,0.330074204206746,0.159855545952983,0.0992049849605658,0.0229492848367831,0.0726461394253211,0.788479475045915,0.0592492874485191,0.00325766239418106,1288,572,10454,367182,8104,17,30864939,30864940
RP13-870H17.3,11,1049879,1049880,0.784875675606603,0.1764424007185,0.191598799180559,0.66511319126632,10454,367182,7610,ENSG00000254872.3,ENSG00000254872.3,0.123928859007111,0.0729246546303114,0.0902627279003923,0.00103449474094184,0.00441109355104101,0.77394706925814,0.0254257624161396,0.000740130843572819,2533,1086,10454,367182,7609,11,1049879,1049880
RP13-895J2.6,12,132282813,132282814,0.893722557884107,0.171418699502251,0.238466468453203,0.156279079906219,10454,367182,8856,ENSG00000277011.1,ENSG00000277011.1,0.212513020784655,100,100,0.565686897020704,100,100,0.0301870514696316,0.00270038678849609,2317,1010,10454,367182,8855,12,132282813,132282814
RP13-895J2.8,12,132332004,132332005,0.169935841101768,0.85554180036776,0.135188646840813,0.485780249137357,10454,367182,8974,ENSG00000279113.1,ENSG00000279113.1,0.121177671575897,100,100,0.0408157916925232,100,100,0.0267024890264763,0.00242302026540971,2313,1011,10454,367182,8973,12,132332004,132332005
RP13-942N8.1,12,123363867,123363868,0.566484543947183,0.909539307978811,0.624813834100151,0.884170019008253,10454,367182,7693,ENSG00000256092.2,ENSG00000256092.2,0.615740149272022,0.691554671011423,0.485845175960404,0.56699683965821,0.55908115536238,0.360776858346992,0.0365525684352857,0.0210314913399038,1420,612,10454,367182,7692,12,123363867,123363868
RP13-977J11.2,12,132189694,132189695,0.247388946086995,0.328957557840414,0.508300137344187,0.360890163600334,10454,367182,7709,ENSG00000256576.2,ENSG00000256576.2,0.05858991023688,100,100,0.844977410953358,100,100,0.179270589743769,0.00975515264945432,2284,1027,10454,367182,7708,12,132189694,132189695
RP13-977J11.8,12,132190212,132190213,0.847310158174997,0.963464926620046,0.549683873581411,0.503427057762077,10454,367182,7701,ENSG00000256312.1,ENSG00000256312.1,0.554703560918029,100,100,0.0320107047094161,100,100,0.0112995869865515,0.00155160801393794,2279,1025,10454,367182,7700,12,132190212,132190213
RP3-330M21.5,6,43223859,43223860,0.667992667517531,0.380612877378181,0.191932866839505,0.605563475331013,10454,367182,7260,ENSG00000245261.1,ENSG00000245261.1,0.338608003602839,0.212752181046481,0.139859932194822,0.59008699632231,0.751872300297566,0.596590369786384,0.0197138791675372,0.00199701210820731,1260,489,10454,367182,7259,6,43223859,43223860
RP3-340N1.2,1,20154337,20154338,0.572520432355972,0.574006923054658,0.681664027572002,0.562096281637049,10454,367182,6402,ENSG00000227066.1,ENSG00000227066.1,0.450929285011803,0.740961447170333,0.85951926638263,0.000617753169541603,0.000802651252548856,0.111453631551309,0.248081524851954,0.0112392528070098,2477,1406,10454,367182,6401,1,20154337,20154338
RP3-382I10.3,6,87442145,87442146,0.629255738400445,0.537997902922513,0.661120498449247,0.527319832765173,10454,367182,6135,ENSG00000218793.1,ENSG00000218793.1,0.518952084551949,0.808846970162572,0.92725660163515,0.0628324973259979,0.1053833387101,0.30798204040372,0.0262758442264929,0.00215896364529173,2117,965,10454,367182,6134,6,87442145,87442146
RP3-394A18.1,22,30025628,30025629,0.380788205687395,0.570965277934625,0.117044728847112,0.451379878041649,10454,367182,8978,ENSG00000279159.1,ENSG00000279159.1,0.5914839966821,100,100,0.590762758696265,100,100,0.0203271725104181,0.00142290891432572,1815,1027,10454,367182,8977,22,30025628,30025629
RP3-395C13.1,6,157373170,157373171,0.892211474295731,0.736737662470719,0.1465081306401,0.283374995499807,10454,367182,6132,ENSG00000218631.1,ENSG00000218631.1,0.686231211102545,0.570486247252563,0.327363642535374,0.625866094567487,0.418547979306801,0.220023600237225,0.0154363394069909,0.000791778315455296,2012,993,10454,367182,6131,6,157373170,157373171
RP3-395M20.12,1,2546464,2546465,0.372551814335588,0.145578891458909,0.305427620157497,0.110769244551488,10454,367182,8531,ENSG00000272449.1,ENSG00000272449.1,0.129762337962661,0.31223391019628,0.856352135057684,0.386337793300516,0.20052611276204,0.116542483077516,0.0236807935717703,0.00602130640778965,1919,819,10454,367182,8530,1,2546464,2546465
